Country Code,Country Name,Time,GDP,Export,Import,Private consumption,Government consumption,FDI inflows,CPI,Unemployment,Interest rate
EST,Estonia,2015,23311847750.93944,17725037607.847256,16894724760.044912,11764721045.255072,4481298155.950779,-715465129.889722,111.474566584111,6.412,
EST,Estonia,2016,24032886893.16991,18139268914.326706,17368416081.71518,12122874922.12199,4646132407.180281,905855398.141018,111.640312440465,6.882,
EST,Estonia,2017,25387061799.845303,18863998027.386497,17854744062.40908,12497294236.690899,4791803256.986175,1604189956.4474497,115.455324823776,5.807,
EST,Estonia,2018,26326305513.736317,19192007076.11333,18582351588.84835,12940601962.101555,4939565369.768761,1074154945.2075028,119.422747189941,5.412,
EST,Estonia,2019,27307395615.810143,19666555398.8589,18659960910.392128,13392670201.844467,5210778949.477908,2667439283.5599427,122.14231282149,4.514,
EST,Estonia,2020,26519902198.99569,18074520907.398376,18361873189.694588,12995119891.094612,5438884323.524078,3186306655.162349,121.599352257573,6.956,
EST,Estonia,2021,28417254674.457012,22604843904.504795,22974921257.882378,14023695260.567297,5631074185.746696,5770519955.756641,127.257572871023,6.178,
EST,Estonia,2022,28434426605.465214,24642365028.940674,24993905776.341766,14453761486.41913,5485373004.570929,1391353710.8934186,151.94333206325,5.571,
EST,Estonia,2023,27574843698.095295,21469139909.926556,21233054746.54434,14412971460.293022,5692439760.118774,3573338970.9923534,165.860163840732,6.378,
FRO,Faroe Islands,2010,2059822159.1000385,962418927.3969876,1039397991.3257772,1057382286.0000197,677324663.0894065,,,,
FRO,Faroe Islands,2011,2133282898.131858,1118575658.7457073,1139428631.4873583,1111962967.0093813,695363387.6208464,,,,
FRO,Faroe Islands,2012,2284350973.3954973,1200642978.2711594,1475668469.4100022,1234243304.1218789,725315351.2098466,,,,
FRO,Faroe Islands,2013,2418125853.518227,1340680611.8794575,1417488938.1264968,1237607967.3637385,735112820.2805848,,,,
FRO,Faroe Islands,2014,2549481885.2742906,1361787600.788707,1344297208.5168498,1241428136.6790707,735843562.2110182,,,,
FRO,Faroe Islands,2015,2573905971.054594,1369742477.1180696,1348576905.1207159,1208518488.7365417,727328721.9933333,,,,
FRO,Faroe Islands,2016,2609591837.866716,1423175719.9657316,1305223083.8538566,1191486978.89271,721757140.9934456,,,,
FRO,Faroe Islands,2017,2701241060.071263,1522548888.2016754,1374218809.1547172,1174573798.5503752,744629351.9356885,,,,
FRO,Faroe Islands,2018,2775895516.4788404,1466172678.0821848,1500542562.6729517,1197031528.069769,788494508.3833677,,,,
FRO,Faroe Islands,2019,2901879820.0439944,1618383462.6830256,1533745911.781457,1214749992.8342142,801192856.7245169,,,,
FRO,Faroe Islands,2020,2854366727.127327,1353766235.4740407,1392825134.4249997,1243230484.909172,843626877.5467823,,,,
FRO,Faroe Islands,2021,3011481923.3076334,1580275475.821001,1565910998.6496313,1275013997.807044,868116328.2693645,,,,
FRO,Faroe Islands,2022,3118570937.3591504,1940054225.6191354,1943674651.891086,1296248525.798529,852468288.4022734,,,,
FRO,Faroe Islands,2023,3196193980.3985457,1844807884.2669153,1809652516.8454523,1296783078.6472304,873280222.8810757,,,,
FIN,Finland,2010,233609048633.98422,89736359186.82701,86547852131.74734,122946249452.48724,55332020405.98508,11445903414.932583,100.0,8.394,
FIN,Finland,2011,239193227012.49985,93207364031.92305,95075843668.19484,127380936861.37833,55975728999.83901,-5224117555.55495,103.416807542552,7.781,
FIN,Finland,2012,235550696192.57797,91711458667.40039,95387346374.60472,127715644371.3513,56947458934.38026,4511084345.161688,106.321099212145,7.689,
FIN,Finland,2013,233242909380.07797,89215868441.92548,91512800536.24469,126890597953.03946,57461126090.072334,-4279761099.7997127,107.892829303649,8.193,
FIN,Finland,2014,232127848924.99985,85436985885.6985,87794855901.49687,127199814152.13017,57176374534.22126,14891871572.196575,109.016205355146,8.663,
FIN,Finland,2015,233210733506.24988,83446464503.9062,84376236306.24995,127753752278.12494,57189841947.265594,17579437753.2438,108.789529224042,9.376,
FIN,Finland,2016,239208760192.96866,84520421208.84338,87045388397.14746,131051008906.87906,57096194799.55573,5237522805.612155,109.177564613377,8.818,
FIN,Finland,2017,247110710999.9999,94313052596.64626,93339812099.12949,132295824962.4442,56709679068.86329,16460947783.348938,110.000779878603,8.64,
FIN,Finland,2018,250058686750.3905,97896026870.40471,100009457050.99918,133637797378.65244,57651356140.64543,-9613672683.201124,111.192991413593,7.361,
FIN,Finland,2019,253433824963.67175,102940557233.12474,101236250408.30762,133965529164.44336,59097157911.16167,15452055711.833092,112.331712088838,6.695,
FIN,Finland,2020,247120696616.0155,89493137755.08223,88889937740.07532,127282521017.5955,60348227497.928085,-2320745197.1271477,112.658096995756,7.759,
